#sample	chromosome	file_name	variants	phased	unphased	singletons	blocks	variant_per_block_median	variant_per_block_avg	variant_per_block_min	variant_per_block_max	variant_per_block_sum	bp_per_block_median	bp_per_block_avg	bp_per_block_min	bp_per_block_max	bp_per_block_sum	heterozygous_variants	heterozygous_snvs	phased_snvs	phased_fraction	phased_snvs_fraction	block_n50
Sms.ref_sa	scaffold_38	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	507	228	39	0	1	228	228.0	228	228	228	19537	19537.0	19537	19537	19537	267	267	228	0.8539325842696629	0.8539325842696629	0
Sms.ref_sa	scaffold_39	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	150	110	0	0	1	110	110.0	110	110	110	1640	1640.0	1640	1640	1640	110	110	110	1.0	1.0	0
Sms.ref_sa	scaffold_40	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	1296	666	4	0	3	297	222.0	11	358	666	10214	12624.666666666666	8201	19459	37874	670	670	666	0.9940298507462687	0.9940298507462687	0
Sms.ref_sa	scaffold_41	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	11	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Sms.ref_sa	scaffold_42	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	907	284	10	0	1	284	284.0	284	284	284	23389	23389.0	23389	23389	23389	294	294	284	0.9659863945578231	0.9659863945578231	0
Sms.ref_sa	scaffold_43	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	212	79	0	0	2	39.5	39.5	19	60	79	9082.0	9082.0	5312	12852	18164	79	79	79	1.0	1.0	0
Sms.ref_sa	scaffold_44	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	146	45	1	0	1	45	45.0	45	45	45	2343	2343.0	2343	2343	2343	46	46	45	0.9782608695652174	0.9782608695652174	0
Sms.ref_sa	scaffold_46	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	610	55	1	0	2	27.5	27.5	3	52	55	11901.5	11901.5	9275	14528	23803	56	56	55	0.9821428571428571	0.9821428571428571	0
Sms.ref_sa	scaffold_47	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	822	363	9	0	2	181.5	181.5	143	220	363	7009.0	7009.0	6426	7592	14018	372	372	363	0.9758064516129032	0.9758064516129032	0
Sms.ref_sa	scaffold_48	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	448	57	1	0	1	57	57.0	57	57	57	57571	57571.0	57571	57571	57571	58	58	57	0.9827586206896551	0.9827586206896551	57571
Sms.ref_sa	scaffold_49	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	23	3	0	0	1	3	3.0	3	3	3	4869	4869.0	4869	4869	4869	3	3	3	1.0	1.0	0
Sms.ref_sa	scaffold_51	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	73	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Sms.ref_sa	scaffold_52	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	706	187	57	0	2	93.5	93.5	75	112	187	9098.0	9098.0	5309	12887	18196	244	244	187	0.7663934426229508	0.7663934426229508	0
Sms.ref_sa	scaffold_53	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	167	36	0	0	1	36	36.0	36	36	36	1225	1225.0	1225	1225	1225	36	36	36	1.0	1.0	0
Sms.ref_sa	scaffold_54	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	233	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Sms.ref_sa	scaffold_55	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	673	27	67	0	2	13.5	13.5	8	19	27	3267.5	3267.5	1678	4857	6535	94	94	27	0.2872340425531915	0.2872340425531915	0
Sms.ref_sa	scaffold_57	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	537	199	0	0	2	99.5	99.5	93	106	199	8504.5	8504.5	5415	11594	17009	199	199	199	1.0	1.0	0
Sms.ref_sa	scaffold_58	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	1246	431	14	0	2	215.5	215.5	173	258	431	14693.5	14693.5	6350	23037	29387	445	445	431	0.9685393258426966	0.9685393258426966	0
Sms.ref_sa	scaffold_59	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	360	200	0	0	3	54	66.66666666666667	5	141	200	4369	6407.666666666667	2410	12444	19223	200	200	200	1.0	1.0	0
Sms.ref_sa	scaffold_60	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	153	30	0	0	1	30	30.0	30	30	30	9548	9548.0	9548	9548	9548	30	30	30	1.0	1.0	0
Sms.ref_sa	scaffold_61	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	138	65	2	0	1	65	65.0	65	65	65	4411	4411.0	4411	4411	4411	67	67	65	0.9701492537313433	0.9701492537313433	0
Sms.ref_sa	scaffold_62	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	89	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Sms.ref_sa	scaffold_64	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	1022	303	4	0	1	303	303.0	303	303	303	47469	47469.0	47469	47469	47469	307	307	303	0.9869706840390879	0.9869706840390879	47469
Sms.ref_sa	scaffold_65	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	120	23	34	0	1	23	23.0	23	23	23	2550	2550.0	2550	2550	2550	57	57	23	0.40350877192982454	0.40350877192982454	0
Sms.ref_sa	scaffold_66	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	207	125	0	0	1	125	125.0	125	125	125	8989	8989.0	8989	8989	8989	125	125	125	1.0	1.0	0
Sms.ref_sa	scaffold_69	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	332	10	0	0	2	5.0	5.0	2	8	10	14043.5	14043.5	933	27154	28087	10	10	10	1.0	1.0	0
Sms.ref_sa	scaffold_70	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	204	139	5	0	1	139	139.0	139	139	139	17503	17503.0	17503	17503	17503	144	144	139	0.9652777777777778	0.9652777777777778	0
Sms.ref_sa	scaffold_71	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	134	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Sms.ref_sa	scaffold_72	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	8	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Sms.ref_sa	scaffold_73	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	731	286	9	0	3	133	95.33333333333333	3	150	286	4633	5159.666666666667	841	10005	15479	295	295	286	0.9694915254237289	0.9694915254237289	0
Sms.ref_sa	scaffold_74	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	13	8	0	0	1	8	8.0	8	8	8	4317	4317.0	4317	4317	4317	8	8	8	1.0	1.0	0
Sms.ref_sa	scaffold_75	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	340	120	2	0	1	120	120.0	120	120	120	25965	25965.0	25965	25965	25965	122	122	120	0.9836065573770492	0.9836065573770492	0
Sms.ref_sa	scaffold_76	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	244	87	0	0	1	87	87.0	87	87	87	4132	4132.0	4132	4132	4132	87	87	87	1.0	1.0	0
Sms.ref_sa	scaffold_77	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	26	23	0	0	1	23	23.0	23	23	23	3267	3267.0	3267	3267	3267	23	23	23	1.0	1.0	0
Sms.ref_sa	scaffold_78	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	49	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Sms.ref_sa	scaffold_80	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	325	90	2	0	1	90	90.0	90	90	90	18367	18367.0	18367	18367	18367	92	92	90	0.9782608695652174	0.9782608695652174	0
Sms.ref_sa	scaffold_81	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	1340	620	19	0	3	260	206.66666666666666	57	303	620	9873	11575.333333333334	1183	23670	34726	639	639	620	0.9702660406885759	0.9702660406885759	0
Sms.ref_sa	scaffold_82	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	293	26	0	0	1	26	26.0	26	26	26	5965	5965.0	5965	5965	5965	26	26	26	1.0	1.0	0
Sms.ref_sa	scaffold_83	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	842	103	34	0	2	51.5	51.5	15	88	103	24685.0	24685.0	8588	40782	49370	137	137	103	0.7518248175182481	0.7518248175182481	8588
Sms.ref_sa	scaffold_85	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	888	392	34	0	2	196.0	196.0	187	205	392	6957.0	6957.0	3979	9935	13914	426	426	392	0.92018779342723	0.92018779342723	0
Sms.ref_sa	scaffold_86	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	501	54	2	0	1	54	54.0	54	54	54	7822	7822.0	7822	7822	7822	56	56	54	0.9642857142857143	0.9642857142857143	0
Sms.ref_sa	scaffold_87	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	485	191	7	0	2	95.5	95.5	38	153	191	6632.5	6632.5	2943	10322	13265	198	198	191	0.9646464646464646	0.9646464646464646	0
Sms.ref_sa	scaffold_88	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	32	15	0	0	1	15	15.0	15	15	15	4894	4894.0	4894	4894	4894	15	15	15	1.0	1.0	0
Sms.ref_sa	scaffold_89	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	406	120	0	0	2	60.0	60.0	33	87	120	1507.0	1507.0	1415	1599	3014	120	120	120	1.0	1.0	0
Sms.ref_sa	scaffold_90	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	12	8	0	0	1	8	8.0	8	8	8	876	876.0	876	876	876	8	8	8	1.0	1.0	0
Sms.ref_sa	scaffold_91	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	743	200	16	0	1	200	200.0	200	200	200	12090	12090.0	12090	12090	12090	216	216	200	0.9259259259259259	0.9259259259259259	0
Sms.ref_sa	scaffold_92	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	944	524	1	0	1	524	524.0	524	524	524	20443	20443.0	20443	20443	20443	525	525	524	0.9980952380952381	0.9980952380952381	0
Sms.ref_sa	scaffold_94	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	276	115	0	0	1	115	115.0	115	115	115	13884	13884.0	13884	13884	13884	115	115	115	1.0	1.0	0
Sms.ref_sa	scaffold_95	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	898	216	22	0	2	108.0	108.0	40	176	216	19651.0	19651.0	11071	28231	39302	238	238	216	0.907563025210084	0.907563025210084	0
Sms.ref_sa	scaffold_96	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	1857	555	22	0	2	277.5	277.5	117	438	555	21396.0	21396.0	7351	35441	42792	577	577	555	0.9618717504332756	0.9618717504332756	0
Sms.ref_sa	scaffold_97	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	141	74	0	0	1	74	74.0	74	74	74	7243	7243.0	7243	7243	7243	74	74	74	1.0	1.0	0
Sms.ref_sa	scaffold_98	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	458	130	25	0	1	130	130.0	130	130	130	17838	17838.0	17838	17838	17838	155	155	130	0.8387096774193549	0.8387096774193549	0
Sms.ref_sa	scaffold_99	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	37	12	0	0	1	12	12.0	12	12	12	5255	5255.0	5255	5255	5255	12	12	12	1.0	1.0	0
Sms.ref_sa	scaffold_100	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	132	102	0	0	1	102	102.0	102	102	102	2798	2798.0	2798	2798	2798	102	102	102	1.0	1.0	0
Sms.ref_sa	scaffold_101	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	307	147	2	0	1	147	147.0	147	147	147	5735	5735.0	5735	5735	5735	149	149	147	0.9865771812080537	0.9865771812080537	0
Sms.ref_sa	scaffold_102	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	237	48	0	0	1	48	48.0	48	48	48	2813	2813.0	2813	2813	2813	48	48	48	1.0	1.0	0
Sms.ref_sa	scaffold_104	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	887	275	1	0	2	137.5	137.5	64	211	275	9743.0	9743.0	4901	14585	19486	276	276	275	0.9963768115942029	0.9963768115942029	0
Sms.ref_sa	scaffold_107	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	555	90	15	0	2	45.0	45.0	11	79	90	27085.5	27085.5	16711	37460	54171	105	105	90	0.8571428571428571	0.8571428571428571	16711
Sms.ref_sa	scaffold_108	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	446	122	3	0	1	122	122.0	122	122	122	10773	10773.0	10773	10773	10773	125	125	122	0.976	0.976	0
Sms.ref_sa	scaffold_109	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	719	220	0	0	1	220	220.0	220	220	220	77528	77528.0	77528	77528	77528	220	220	220	1.0	1.0	77528
Sms.ref_sa	scaffold_110	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	210	81	0	0	1	81	81.0	81	81	81	5955	5955.0	5955	5955	5955	81	81	81	1.0	1.0	0
Sms.ref_sa	scaffold_111	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	108	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Sms.ref_sa	scaffold_112	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	118	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Sms.ref_sa	scaffold_114	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	1004	372	1	0	2	186.0	186.0	143	229	372	32730.0	32730.0	19078	46382	65460	373	373	372	0.9973190348525469	0.9973190348525469	46382
Sms.ref_sa	scaffold_115	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	53	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Sms.ref_sa	scaffold_116	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	381	34	0	0	2	17.0	17.0	5	29	34	8058.5	8058.5	7120	8997	16117	34	34	34	1.0	1.0	0
Sms.ref_sa	scaffold_117	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	765	144	0	0	1	144	144.0	144	144	144	10932	10932.0	10932	10932	10932	144	144	144	1.0	1.0	0
Sms.ref_sa	scaffold_118	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	179	30	3	0	1	30	30.0	30	30	30	16671	16671.0	16671	16671	16671	33	33	30	0.9090909090909091	0.9090909090909091	0
Sms.ref_sa	scaffold_119	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	372	137	0	0	2	68.5	68.5	4	133	137	16418.5	16418.5	7398	25439	32837	137	137	137	1.0	1.0	0
Sms.ref_sa	scaffold_120	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	94	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Sms.ref_sa	scaffold_122	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	57	9	5	0	2	4.5	4.5	3	6	9	2287.0	2287.0	138	4436	4574	14	14	9	0.6428571428571429	0.6428571428571429	0
Sms.ref_sa	scaffold_123	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	270	49	4	0	1	49	49.0	49	49	49	13118	13118.0	13118	13118	13118	53	53	49	0.9245283018867925	0.9245283018867925	0
Sms.ref_sa	scaffold_124	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	239	76	61	0	1	76	76.0	76	76	76	1679	1679.0	1679	1679	1679	137	137	76	0.5547445255474452	0.5547445255474452	0
Sms.ref_sa	scaffold_125	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	1	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Sms.ref_sa	scaffold_126	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	398	165	14	0	1	165	165.0	165	165	165	8495	8495.0	8495	8495	8495	179	179	165	0.9217877094972067	0.9217877094972067	0
Sms.ref_sa	scaffold_127	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	169	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Sms.ref_sa	scaffold_128	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	372	104	4	0	2	52.0	52.0	13	91	104	7450.5	7450.5	4289	10612	14901	108	108	104	0.9629629629629629	0.9629629629629629	0
Sms.ref_sa	scaffold_129	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	341	50	2	0	2	25.0	25.0	5	45	50	21748.5	21748.5	767	42730	43497	52	52	50	0.9615384615384616	0.9615384615384616	42730
Sms.ref_sa	scaffold_130	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	1505	586	0	0	2	293.0	293.0	102	484	586	17072.5	17072.5	10716	23429	34145	586	586	586	1.0	1.0	0
Sms.ref_sa	scaffold_131	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	911	482	1	0	1	482	482.0	482	482	482	64561	64561.0	64561	64561	64561	483	483	482	0.9979296066252588	0.9979296066252588	64561
Sms.ref_sa	scaffold_132	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	394	131	0	0	2	65.5	65.5	34	97	131	20705.0	20705.0	17405	24005	41410	131	131	131	1.0	1.0	17405
Sms.ref_sa	scaffold_133	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	367	98	2	0	1	98	98.0	98	98	98	9472	9472.0	9472	9472	9472	100	100	98	0.98	0.98	0
Sms.ref_sa	scaffold_134	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	441	77	35	0	1	77	77.0	77	77	77	8013	8013.0	8013	8013	8013	112	112	77	0.6875	0.6875	0
Sms.ref_sa	scaffold_135	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	984	185	0	0	2	92.5	92.5	22	163	185	11333.5	11333.5	2123	20544	22667	185	185	185	1.0	1.0	0
Sms.ref_sa	scaffold_136	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	249	50	0	0	1	50	50.0	50	50	50	16690	16690.0	16690	16690	16690	50	50	50	1.0	1.0	0
Sms.ref_sa	scaffold_137	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	102	25	1	0	1	25	25.0	25	25	25	13741	13741.0	13741	13741	13741	26	26	25	0.9615384615384616	0.9615384615384616	0
Sms.ref_sa	scaffold_138	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	1069	319	24	0	3	139	106.33333333333333	11	169	319	4951	5006.333333333333	4492	5576	15019	343	343	319	0.9300291545189504	0.9300291545189504	0
Sms.ref_sa	scaffold_140	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	544	202	2	0	1	202	202.0	202	202	202	20538	20538.0	20538	20538	20538	204	204	202	0.9901960784313726	0.9901960784313726	0
